Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,trial start,,None,mixed view,POINT,1.433,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,43,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,1.633,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,49,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,1.700,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,51,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,1.733,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,52,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,1.867,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,56,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,gape,,,,START,1.900,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,57,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,gape,,,,STOP,2.033,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,61,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,gape,,,,START,2.067,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,62,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,gape,,,,STOP,2.200,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,66,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,gape,,,,START,2.267,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,68,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,gape,,,,STOP,2.400,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,72,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,gape,,,,START,2.467,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,74,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,gape,,,,STOP,2.533,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,76,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,gape,,,,START,2.633,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,79,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,2.700,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,81,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,gape,,,,STOP,2.733,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,82,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,2.833,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,85,NA,
CM31_TestPart1_sac_9,2024-02-23 13:29:17,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,3.133,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_9.avi,94,NA,
