Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,trial start,,None,mixed view,POINT,1.400,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,42,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,1.700,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,51,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,1.767,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,53,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,1.833,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,55,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,1.933,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,58,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,gape,,,,START,1.967,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,59,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,gape,,,,STOP,2.133,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,64,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,gape,,,,START,2.167,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,65,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,gape,,,,STOP,2.333,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,70,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,gape,,,,START,2.367,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,71,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,gape,,,,STOP,2.500,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,75,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,gape,,,,START,2.567,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,77,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,gape,,,,STOP,2.667,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,80,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,gape,,,,START,2.733,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,82,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,gape,,,,STOP,2.833,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,85,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,2.900,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,87,NA,
CM31_TestPart1_sac_8,2024-02-23 13:19:58,,4.433,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,2.967,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_8.avi,89,NA,
