Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
CM31_TestPart1_sac_12,2024-02-23 16:43:10,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,0.0,6.000,30.000,,trial start,,None,mixed view,POINT,1.433,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,43,NA,
CM31_TestPart1_sac_12,2024-02-23 16:43:10,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,START,1.600,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,48,NA,
CM31_TestPart1_sac_12,2024-02-23 16:43:10,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,0.0,6.000,30.000,,mouth or tongue movement,,mouth movement,,STOP,1.733,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,52,NA,
CM31_TestPart1_sac_12,2024-02-23 16:43:10,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,0.0,6.000,30.000,,gape,,,,START,1.833,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,55,NA,
CM31_TestPart1_sac_12,2024-02-23 16:43:10,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,0.0,6.000,30.000,,gape,,,,STOP,1.933,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,58,NA,
CM31_TestPart1_sac_12,2024-02-23 16:43:10,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,0.0,6.000,30.000,,gape,,,,START,1.967,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,59,NA,
CM31_TestPart1_sac_12,2024-02-23 16:43:10,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,0.0,6.000,30.000,,gape,,,,STOP,2.133,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,64,NA,
CM31_TestPart1_sac_12,2024-02-23 16:43:10,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,0.0,6.000,30.000,,gape,,,,START,2.167,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,65,NA,
CM31_TestPart1_sac_12,2024-02-23 16:43:10,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,0.0,6.000,30.000,,gape,,,,STOP,2.300,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,69,NA,
CM31_TestPart1_sac_12,2024-02-23 16:43:10,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,0.0,6.000,30.000,,gape,,,,START,2.400,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,72,NA,
CM31_TestPart1_sac_12,2024-02-23 16:43:10,,4.200,Media file(s),player #1:/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,0.0,6.000,30.000,,gape,,,,STOP,2.500,/media/cmazzio/large_data/Videos/CM31_videos/CTA_Test_part1/saccharin_trial_12.avi,75,NA,
